ID,Type,X,Y,Connections,(paths)
159,A,571.9,793.1,3,156,070B,161
070B,C,573.3,805,1,159
161,C,504,793.8,6,159,069B,068B,052,051B,97
069B,C,567.7,541.8,1,161
068B,C,487.2,805.7,1,161
052,C,513.1,777.7,1,161
051B,C,497.7,779.1,1,161
166,A,746.2,784.7,4,155,058,168,170
058,NSE,784.7,791,3,166,168,170
168,A,744.8,765.1,4,166,056,76,058,170
056,C,730.8,763.7,1,168
170,A,783.3,772.1,4,166,058,171,168
171,A,886.2,770.7,3,170,172,173
172,D33,888.3,786.8,1,171
173,A,1052.1,772.1,4,171,174,015B,0
174,D34,1050,791.7,1,173
015B,LIB,1047.9,756,1,173






















